query_name,pipeline_id,repetition,source_name,throughput,latency_us,pipeline_task_duration_us,pipeline_tuples,pipeline_task_count,pipeline_task_span_us,pipeline_avg_task_duration_us,end_to_end_tuples,end_to_end_duration_us,end_to_end_throughput,end_to_end_latency_us,openvino_enable_cpu_pinning,openvino_inference_num_threads,openvino_num_streams,prediction_cache_type,use_batch_deduplication
mlp-96.test_09,5,rep-05,OSURGBSOURCE,1059.5998551575512,398.322495023225,1422235.0,1507.0,2323.0,600272.0,612.240637107189,1507.0,7460223.0,202.00468538272918,18187.607765909626,false,1,0,NONE,false
mlp-96.test_09,6,rep-05,OSURGBSOURCE,213.72603769162092,15423.258064516129,290091.0,62.0,2420.0,956242.0,119.87231404958678,1507.0,7460223.0,202.00468538272918,18187.607765909626,false,1,0,NONE,false
mlp-96.test_09,2,rep-05,2,59678.44131157928,2366.027206370272,25252.0,1507.0,2323.0,3565603.0,10.870426173052088,1507.0,7460223.0,202.00468538272918,18187.607765909626,false,1,0,NONE,false
mlp-96.test_09,3,rep-05,2,0.0,,2299.0,0.0,2323.0,3565516.0,0.9896685320705984,1507.0,7460223.0,202.00468538272918,18187.607765909626,false,1,0,NONE,false
mlp-96.test_09,2,rep-07,2,43952.518447224895,2828.436629064366,34287.0,1507.0,2323.0,4262454.0,14.759793370641413,1507.0,8895952.0,169.40289246164997,15861.254470366359,false,1,0,NONE,false
mlp-96.test_09,3,rep-07,2,0.0,,4014.0,0.0,2323.0,4262388.0,1.7279380111924236,1507.0,8895952.0,169.40289246164997,15861.254470366359,false,1,0,NONE,false
mlp-96.test_09,5,rep-07,OSURGBSOURCE,1040.161842832719,394.77836761778366,1448813.0,1507.0,2323.0,594931.0,623.6818768833405,1507.0,8895952.0,169.40289246164997,15861.254470366359,false,1,0,NONE,false
mlp-96.test_09,6,rep-07,OSURGBSOURCE,251.51987503433577,12638.03947368421,302163.0,76.0,2439.0,960491.0,123.8880688806888,1507.0,8895952.0,169.40289246164997,15861.254470366359,false,1,0,NONE,false
mlp-96.test_09,5,rep-08,OSURGBSOURCE,1011.4514832160801,398.20371599203713,1489938.0,1507.0,2323.0,600093.0,641.3852776582006,1507.0,9641561.0,156.30249085184442,19721.292067439328,false,1,0,NONE,false
mlp-96.test_09,6,rep-08,OSURGBSOURCE,335.0530554886895,16249.233009708738,307414.0,103.0,2483.0,1673671.0,123.807490938381,1507.0,9641561.0,156.30249085184442,19721.292067439328,false,1,0,NONE,false
mlp-96.test_09,2,rep-08,2,31539.07329119752,3073.8553417385533,47782.0,1507.0,2323.0,4632300.0,20.569091691777874,1507.0,9641561.0,156.30249085184442,19721.292067439328,false,1,0,NONE,false
mlp-96.test_09,3,rep-08,2,0.0,,6423.0,0.0,2323.0,4632230.0,2.764959104606113,1507.0,9641561.0,156.30249085184442,19721.292067439328,false,1,0,NONE,false
mlp-96.test_09,2,rep-01,2,61676.352623393635,2516.457199734572,24434.0,1507.0,2323.0,3792301.0,10.518295307791648,1507.0,7902024.0,190.710633123868,18641.220763584373,false,1,0,NONE,false
mlp-96.test_09,3,rep-01,2,0.0,,2145.0,0.0,2323.0,3792244.0,0.9233749461902712,1507.0,7902024.0,190.710633123868,18641.220763584373,false,1,0,NONE,false
mlp-96.test_09,5,rep-01,OSURGBSOURCE,1160.8783234667662,357.42335766423355,1298155.0,1507.0,2323.0,538637.0,558.8269479121825,1507.0,7902024.0,190.710633123868,18641.220763584373,false,1,0,NONE,false
mlp-96.test_09,6,rep-01,OSURGBSOURCE,352.42226727414095,15767.340206185567,275238.0,97.0,2467.0,1529432.0,111.56789623023916,1507.0,7902024.0,190.710633123868,18641.220763584373,false,1,0,NONE,false
mlp-96.test_09,5,rep-09,OSURGBSOURCE,926.4860664364899,436.41008626410087,1626576.0,1507.0,2323.0,657670.0,700.2049074472665,1507.0,7788238.0,193.49691162494008,18718.448369829683,false,1,0,NONE,false
mlp-96.test_09,6,rep-09,OSURGBSOURCE,240.76814669521642,15820.813333333334,311503.0,75.0,2443.0,1186561.0,127.5083913221449,1507.0,7788238.0,193.49691162494008,18718.448369829683,false,1,0,NONE,false
mlp-96.test_09,2,rep-09,2,56460.97935633734,2461.2249502322493,26691.0,1507.0,2323.0,3709066.0,11.489883770985795,1507.0,7788238.0,193.49691162494008,18718.448369829683,false,1,0,NONE,false
mlp-96.test_09,3,rep-09,2,0.0,,2713.0,0.0,2323.0,3709043.0,1.1678863538527766,1507.0,7788238.0,193.49691162494008,18718.448369829683,false,1,0,NONE,false
mlp-96.test_09,2,rep-02,2,65235.271200380936,2457.674187126742,23101.0,1507.0,2323.0,3703715.0,9.944468359879465,1507.0,7769549.0,193.96235225493783,17839.035121812496,false,1,0,NONE,false
mlp-96.test_09,3,rep-02,2,0.0,,1771.0,0.0,2323.0,3703684.0,0.7623762376237624,1507.0,7769549.0,193.96235225493783,17839.035121812496,false,1,0,NONE,false
mlp-96.test_09,5,rep-02,OSURGBSOURCE,1059.1269757602593,378.1466489714665,1422870.0,1507.0,2323.0,569867.0,612.5139905294877,1507.0,7769549.0,193.96235225493783,17839.035121812496,false,1,0,NONE,false
mlp-96.test_09,6,rep-02,OSURGBSOURCE,327.5609079453575,15003.214285714286,299181.0,98.0,2472.0,1470315.0,121.02791262135922,1507.0,7769549.0,193.96235225493783,17839.035121812496,false,1,0,NONE,false
mlp-96.test_09,2,rep-06,2,38868.2554420716,2680.2388852023887,38772.0,1507.0,2323.0,4039120.0,16.690486439948344,1507.0,8520516.0,176.86722259543905,19228.93836605644,false,1,0,NONE,false
mlp-96.test_09,3,rep-06,2,0.0,,4086.0,0.0,2323.0,4039081.0,1.7589324149806285,1507.0,8520516.0,176.86722259543905,19228.93836605644,false,1,0,NONE,false
mlp-96.test_09,5,rep-06,OSURGBSOURCE,964.6584232219591,422.0524220305242,1562211.0,1507.0,2323.0,636033.0,672.4972018941024,1507.0,8520516.0,176.86722259543905,19228.93836605644,false,1,0,NONE,false
mlp-96.test_09,6,rep-06,OSURGBSOURCE,274.34133872118207,16126.64705882353,309833.0,85.0,2459.0,1370765.0,125.9995933306222,1507.0,8520516.0,176.86722259543905,19228.93836605644,false,1,0,NONE,false
nanodet-48.test_06,2,rep-10,2,7509.2058778097235,9948.75713337757,200687.0,1507.0,2323.0,14992777.0,86.3913043478261,1507.0,32570985.0,46.26817395912344,12913.216323822162,false,1,0,NONE,false
